"mape","daycounts"
0.0792903237844385,27
0.0410503252913316,27
0.0423862169571908,27
0.109854321464472,27
0.0877191701609783,27
0.0628510630973141,27
0.113108467297922,27
0.204297300325279,27
0.126951678469341,27
0.0301505809621734,27
0.116128921121887,27
0.105744371899195,27
0.05465013602665,27
0.147391618731045,27
0.156949161660614,27
0.131941724341134,27
0.0965353642884185,27
0.161946421256255,27
0.109840425349636,27
0.19385708154397,27
0.112352492381435,27
0.102852501048592,27
0.0287695458566773,27
1.12357683368862,27
0.189287549985378,27
0.121439402854923,27
0.058491205821619,27
0.0800703199073597,27
