"mape","daycounts"
0.188780876495472,23
0.092917036474028,23
0.0959761311146983,23
0.315377744188643,23
0.191503099722884,23
0.0803789198174894,23
0.119343372362966,23
0.203250534947012,23
0.153150777202695,23
0.117316089891599,23
0.114544119700882,23
0.157442444348201,23
0.155742636673183,23
0.379632301198252,23
0.159228475838035,23
0.0954250281465704,23
0.137574694816905,23
0.149691422120963,23
0.15249782661932,23
0.170354897947408,23
0.123678512372065,23
0.132217343558846,23
0.186083432774621,23
0.0960529191914311,23
