"mape","daycounts"
0.215577662490062,34
0.288245973507264,34
0.308307701367663,34
0.242058685029375,34
0.0973050893916693,34
0.200336635812119,34
0.253982206296677,34
0.113469640832225,34
0.120622646083298,34
0.111094165201295,34
0.18195420716297,34
0.104525386794336,34
0.0843205395185739,34
0.0437940905798675,34
0.536841519296717,34
0.149225493123494,34
0.162209805187046,34
0.0198789847519303,34
0.0831295325461655,34
0.0884179274874602,34
0.13084209775355,34
0.0401604820316339,34
0.0513602144681819,34
0.076792673138751,34
0.0721097204457411,34
0.161327046055546,34
0.537721557351288,34
0.766777540473367,34
0.447462270174328,34
0.473313404436769,34
0.496738921421823,34
0.596260939756984,34
0.24827825864985,34
0.520720085815853,34
0.476885669064199,34
