"mape","daycounts"
0.168055137437779,37
0.165515086255406,37
0.159012685392741,37
0.201804989185611,37
0.281452463578563,37
0.147826584762511,37
0.185281430342257,37
0.168156440104958,37
0.0541649491742533,37
0.255817558181722,37
0.263297630074242,37
0.197590112018167,37
0.212690496341283,37
0.21453700017233,37
0.132615941343037,37
0.0703676862706147,37
0.228548416787334,37
0.249175386008876,37
0.143779056002355,37
0.412131646903504,37
0.240290160647232,37
0.169599983955658,37
0.121708138640052,37
0.201462308651263,37
0.133591631412521,37
0.193385761351688,37
0.427178224313111,37
1.11112415339371,37
0.156106043876049,37
0.12143458917855,37
0.147135159468899,37
0.171671820936566,37
0.190480408752845,37
0.280746203897604,37
0.298256758887105,37
0.233542569442851,37
0.121208510233104,37
0.122039066505559,37
