"mape","daycounts"
0.0754386742289968,31
0.0441809167395105,32
0.117875874125874,33
0.0554258853891207,34
0.0788461538461538,35
0.259679103122731,36
0.233070846581876,37
0.173325604913018,38
0.207807094525845,39
0.0741197344322344,40
0.354019183306531,41
0.143792839105339,42
0.134804173539639,43
0.148831651303242,44
0.0856970031602384,45
0.0691628673835755,46
0.0585617839607201,47
0.0559770871489622,48
0.104474989296418,49
0.0981761904761905,50
0.0462454824587177,51
0.0488545629050437,52
0.0547904139885272,53
0.0759748931623932,54
0.0455952191747646,55
0.0593721382783883,56
0.0536975451449136,57
0.0557852169382342,58
0.0972306295399516,59
0.0641546474358974,60
0.0723480754218459,61
0.0506834898971996,62
0.138629674091859,63
0.0684409340659341,64
0.192574707767722,65
0.236781642179369,66
