"building","numTestDays","numTrainDays","mapeEV.avgError","mapeEV.avgError.1","mapeEV.avgError.2","mapeEV.avgError.3","mapeEV.avgError.4","mapeEV.avgError.5","mapeEV.avgError.6","mapeEV.avgError.7","mapeEV.avgError.8","mapeEV.avgError.9","mapeEV.avgError.10","mapeEV.avgError.11","mapeEV.avgError.12","mapeEV.avgError.13","mapeEV.avgError.14","mapeEV.avgError.15","mapeEV.avgError.16","mapeEV.avgError.17","mapeEV.avgError.18","mapeEV.avgError.19","mapeEV.avgError.20","mapeEV.avgError.21","mapeEV.avgError.22","mapeEV.avgError.23","mapeEV.avgError.24","mapeEV.avgError.25","mapeEV.avgError.26","mapeEV.avgError.27","mapeEV.avgError.28","mapeEV.avgError.29","mapeEV.avgError.30","mapeEV.avgError.31","mapeEV.avgError.32","mapeEV.avgError.33","mapeEV.avgError.34","mapeEV.avgError.35","mapeEV.avgError.36","mapeEV.avgError.37","mapeEV.avgError.38","mapeEV.avgError.39","mapeEV.avgError.40","mapeEV.avgError.41","mapeEV.avgError.42","mapeEV.avgError.43","mapeEV.avgError.44","mapeEV.avgError.45","mapeEV.avgError.46","mapeEV.avgError.47","mapeEV.avgError.48"
"SCB",22,45,1.59813645904488,1.59813645904488,1.59873931811138,1.58963637399788,1.58419311891606,1.58651601714062,1.58563816342461,1.57786483224406,1.57795901179058,1.58447987812759,1.59127836669122,1.59106526649464,1.59034570113029,1.59101732758234,1.59354254829446,1.59359000346281,1.59299311715314,1.59202005642702,1.59046132172086,1.59033729397042,1.58846779469082,1.58694716988433,1.58665689880325,1.5864215699047,1.58640289661685,1.58632107007789,1.58662286123242,1.58696163680416,1.58740613948801,1.5874491718694,1.58733909064483,1.5873001946073,1.58719948574484,1.58714443886535,1.58659217887044,1.58658195881277,1.5868249938808,1.58678720903968,1.58680881298116,1.58683396809226,1.58670028536977,1.58684407385782,1.5869409723357,1.58700316124133,1.58692430502825,1.58695239674733,1.58695794731044,1.58702274816213,1.58697662223158
"SCE",5,10,0.692936540832428,0.692936540832428,0.829682073118806,0.610827315157957,0.659372249557221,0.661915554693686,0.776460973894784,0.796416471639367,0.817205081450067,0.8143140300323,0.815714206318094,0.821540462261532,0.814857373853998,0.816205309426754,0.817511373270808,0.809822331272757,0.81011482221421,0.809549136470674,0.813606443252569,0.817626761021324,0.82412991516227,0.82336764187054,0.823418080371802,0.824883690818998,0.824273899150403,0.809035975731941,0.80965240825564,0.811064147328174,0.80225879189019,0.804671162630107,0.803038370534503,0.800898507682681,0.803944623384631,0.805489852546084,0.80464188927912,0.806464893178336,0.809992900129342,0.807938172390571,0.811880171460384,0.82531448654553,0.825799986011569,0.822534254530019,0.824807599087822,0.82622911365707,0.823395632646105,0.821354356916572,0.81751981878288,0.817470514873682,0.821287100184295
"SCX",10,21,0.414387497691751,0.414387497691751,0.416130367404176,0.414096131562805,0.414668655326229,0.41348822554669,0.416119170457942,0.416824208412607,0.416381000022415,0.416766995766297,0.418221190672133,0.417399125828089,0.416737110440196,0.418063336010737,0.418704829800543,0.42080266273607,0.422451868154742,0.424889850997156,0.425063728561418,0.425569434374457,0.42758084166319,0.427695278009889,0.428059968950752,0.428041796307885,0.428335118563343,0.427388974008713,0.427707239851448,0.429542492623402,0.429544675520616,0.429735845799854,0.429901522070925,0.430007074130275,0.429662377913701,0.429807763179264,0.430099407386988,0.430059003413488,0.429851218367301,0.42967148792007,0.42783412674633,0.427703914005168,0.427751241910477,0.428116124823992,0.426631959241677,0.426635177706432,0.427030432291252,0.427301349466254,0.427052519984882,0.427146289013698,0.427263581262272
"SLH",4,8,0.433443064654302,0.433443064654302,0.436499964513191,0.40715934343423,0.4047682369616,0.412444265043283,0.412413726031547,0.412539639348896,0.414068447916608,0.413309635746709,0.412773540714368,0.414260818005397,0.412763781912768,0.414311003142949,0.414986309122579,0.41610298124295,0.419898293653966,0.420451026581685,0.418907723306296,0.421998634355924,0.430933043206102,0.439503663872054,0.438450096073802,0.438275304394079,0.446827974182616,0.446257953294528,0.445832473611458,0.446755098880693,0.446428157170759,0.446381228617879,0.444342512123925,0.442870076879641,0.442908788799212,0.44435430898531,0.441110819755528,0.433411113536388,0.437350456169649,0.43734798470219,0.435272675371198,0.438141404197913,0.436210007149408,0.434601979596774,0.432824739164423,0.432433261677673,0.432795965313499,0.435530062825163,0.434868413881847,0.434826219506085,0.432674374436346
"SOS",11,22,1.45266296189273,1.45266296189273,1.34432501681428,1.33848520217814,1.39467865176718,1.38914345391552,1.39696900032555,1.39632414464183,1.39834265373693,1.41078261743593,1.41100209300345,1.40856905827743,1.40834285690008,1.41516400774042,1.41661922266053,1.41823436338804,1.4199827208995,1.41905905570092,1.41993146959491,1.41980499710192,1.4200157884213,1.42055700632775,1.42047624030556,1.42169511438058,1.42432935243316,1.42413986495238,1.42431850854135,1.42719701763169,1.42663548708952,1.42680357601255,1.42713728578128,1.42707414108675,1.42685840890989,1.42708201550034,1.42645176022395,1.4256135133642,1.42580114299635,1.42578960700473,1.42651316533561,1.42804094867454,1.42914243522695,1.42915240658724,1.43073585388282,1.43352149567431,1.43290597648756,1.43285352738084,1.43329957625045,1.43359277220783,1.43487651080482
"STU",7,14,1.10980511751868,1.10980511751868,1.08671604381094,0.966174784606422,0.939454292067875,0.944472778878721,0.952482323173692,0.950232627718496,0.949990229857396,0.950113273744447,0.966715127122052,0.962437987894155,0.966161202218677,0.965647848317138,0.971707885875145,0.969815549029673,0.971405861119702,0.970882792887919,0.970857077451099,0.971821763442057,0.973671469485275,0.977862708279027,0.977186525856181,0.985777743200591,0.989118363107313,0.993377416425583,0.993582246071353,0.992668485223913,0.99143114743523,0.992221338271731,0.991971052851292,0.994638066661843,0.995112678731016,0.996877029671842,0.997323875491207,1.00274003584232,1.00413297562564,1.00405545688221,1.00208220096751,1.00255955577461,1.00730659858264,1.00700818389612,1.00670000092182,1.00673130970728,1.00806762649703,1.00880081788396,1.00858795890788,1.0071536850936,1.00722707654129
"SWC",11,23,0.371138440463625,0.371138440463625,0.36210082009819,0.379846626472517,0.391543811975033,0.389261021862438,0.366812862768062,0.366206501304305,0.363237296159216,0.363990884607076,0.362391150992266,0.353166352708474,0.352503612105701,0.353189339130387,0.353996469799786,0.350193751886498,0.346697054577056,0.344449557756662,0.344367027545692,0.343074567911919,0.341668954723388,0.340724783833522,0.340650274248184,0.339280892959295,0.339123166760098,0.339249505986711,0.339602150514731,0.339482451829747,0.339342510251682,0.339936675988281,0.339889244852451,0.3396316882726,0.339789779621017,0.339453713707773,0.338811041148742,0.338847436313656,0.338993354672978,0.338761196025715,0.338885112850993,0.338775740978972,0.338537164726249,0.33850158597061,0.337926387433736,0.337759114198595,0.337660913695614,0.33769603659488,0.337681898060278,0.337137854543017,0.337466068707157
"TCC",20,41,13.1966689674431,13.1966689674431,13.1989907146966,13.2012877402817,13.1877642327656,13.1862721773892,13.1761927103248,13.175902878673,13.1760389644821,13.1760115526516,13.1765724797833,13.1765373171505,13.1755105595642,13.174291353485,13.1764488300658,13.1767787718247,13.1789488139912,13.1775409224315,13.179579319808,13.1794779630306,13.1787821905137,13.1789221427393,13.1799622953375,13.1793882163676,13.1793235314358,13.1795571812708,13.1799618770301,13.1802579604725,13.1803904658819,13.1805058713148,13.1819099324134,13.1810685215728,13.1808427673626,13.1800335121883,13.1798654861015,13.1802137942622,13.1812135992244,13.1814094578491,13.1816991598863,13.181519326594,13.1814908425768,13.181506301864,13.1810018427791,13.181090046141,13.1811552944924,13.1815576490012,13.1814615451819,13.1812609408505,13.1814323105477
"THH",10,21,8.03166041870421,8.03166041870421,8.01633664367483,8.01978281479344,8.01216572789499,8.01183903782089,8.00062707109206,8.01220587116595,8.02300110742275,8.04093506445811,8.04024283320718,8.03945807193895,8.03946418148752,8.03963282519321,8.04049591781726,8.04053522118359,8.04076524577128,8.0401433486709,8.04129510190709,8.04008011643566,8.04019317668778,8.04053452821731,8.04083985752578,8.04049047143604,8.04047453112095,8.04046525240082,8.04047640666658,8.04038227417578,8.04077000321181,8.04129695939771,8.04119816879344,8.04126859410077,8.04156297110874,8.04146657769165,8.04197621838913,8.04197916355681,8.04202106192177,8.04231176942237,8.04266761769837,8.04193317323841,8.04193408664694,8.04171005300775,8.04180901452118,8.04184621822804,8.04246431337496,8.04252484504359,8.04250587259239,8.04207924351792,8.04215378657167
"VKC",19,38,9.54420721421393,9.54420721421393,9.55178032517399,9.52446387292153,9.52237116483709,9.52915741102747,9.52801159661063,9.5328300568669,9.53128788931131,9.52990090344918,9.5298288670867,9.53126411338311,9.53105818724887,9.53082634265575,9.53147813021662,9.53199061552548,9.53195088605513,9.53101853603496,9.53107055242764,9.53023133729609,9.53030038602542,9.53028789520472,9.53015472048762,9.53017253098986,9.53149898670665,9.53144521065165,9.5308101251266,9.53098568301359,9.53000805297745,9.52959311145474,9.52945447168327,9.52960563063148,9.52967369642351,9.53037857097958,9.52966578839946,9.52963756639771,9.5299016578497,9.53000427974231,9.52976264850247,9.52972879962699,9.52977440443846,9.5299298520457,9.5299549425949,9.5301124063947,9.53030259380111,9.53029444663538,9.52997724598852,9.52979563504775,9.53009226953247
