"mape","daycounts"
1.08465554439729,24
0.133006011199757,24
0.144863146188176,24
0.101708032074616,24
0.120841957039995,24
0.399165936392422,24
0.24000769940813,24
0.313754456718208,24
0.426003189720297,24
0.967211518597212,24
0.35719073844064,24
0.261484671395174,24
0.315303339013554,24
0.413965101951007,24
0.170171497052499,24
0.191481955991502,24
0.353983053921974,24
0.47295616101886,24
0.357390077474637,24
0.2457557619733,24
0.280897967310562,24
0.617288035955726,24
0.24918732576881,24
0.304954000930988,24
0.68314590737137,24
