"mape","daycounts"
0.225594766147497,24
0.263806944929521,24
0.114062050223521,24
0.0332844725148295,24
0.0804715334360811,24
0.238318695302293,24
0.173405518757893,24
0.336859354441907,24
0.0895451668357477,24
0.114473660179703,24
0.371552960334097,24
0.185809233171469,24
0.421050850849328,24
0.0862553431777897,24
0.176162011687386,24
0.193918063625472,24
0.0528750418748317,24
0.215997837665638,24
0.101012430775625,24
0.117017883280233,24
0.117315712877287,24
0.25148219548434,24
0.134912736637621,24
0.830446824437917,24
0.0674902399799742,24
