"x"
4.67
4.25
4.53
4.52
5.02
5.02
5.01
5.17
5.03
5.05
5.2
5.1
4.73
4.75
4.8
5.08
4.85
4.23
5.02
4.81
4.71
4.58
4.56
4.69
4.45
4.72
4.65
4.55
4.58
4.67
4.82
4.43
4.13
67.75
67.5
67.25
67
66.5
66
65.5
65
64.5
64
63.5
63
63.25
63.5
63.75
64
63.75
63.5
63.25
63
64
65
66
67
68.5
70
71.5
73
75
77
79
81
82.25
83.5
84.75
86
86.75
87.5
88.25
89
90.25
91.5
92.75
94
93.75
93.5
93.25
93
92.5
92
91.5
91
90.75
90.5
90.25
90
89.5
89
88.5
88
87.5
87
86.5
86
85.75
85.5
85.25
85
84
83
82
81
80.25
79.5
78.75
78
77.25
76.5
75.75
75
74.75
74.5
74.25
74
74
74
74
74
73.75
73.5
73.25
73
73
73
73
73
0
0
0
0
1
0
0
