"mape","daycounts"
0.0994216070232182,40
0.116855415410734,40
0.137190017006471,40
0.103757738482394,40
0.190109440326755,40
0.0503668033442972,40
0.0335955706359291,40
0.025788342717991,40
0.0477348816077847,40
0.0514316309569025,40
0.0440615390464779,40
0.0308289187840002,40
0.040150554989884,40
0.0733730710754306,40
0.0638742843587936,40
0.0497308009614634,40
0.0503424685141512,40
0.0608565834527776,40
0.0413259365839079,40
0.0460015338248365,40
0.122237084037861,40
0.0672034657723168,40
0.0658915727991529,40
0.0507263130467841,40
0.070353607602241,40
0.0699563001040501,40
0.0408991138589169,40
0.0610256527053859,40
0.0550641850188767,40
0.054525242310823,40
0.103137089362911,40
0.0696440715613785,40
0.0753587356738302,40
0.0551815746385673,40
0.102058858753412,40
0.225408943472179,40
0.243383415436659,40
0.0468151559883984,40
0.0622665474150528,40
0.0308904828104891,40
0.078357622528251,40
