"x"
6.14
5.75
5.63
5.67
5.69
5.57
5.76
5.77
5.5
5.6
5.75
5.54
5.71
5.75
5.54
5.58
5.49
5.75
6.37
5.86
5.82
5.91
5.93
5.9
6.36
14.24
16.1
15.96
15.72
16.7
18.09
17.12
17.28
16.48
18.54
19.05
19.52
20.12
20.8
21.2
21.66
21.78
22.52
22.46
22.61
23.02
23.23
22.7
22.96
22.96
22.29
22.28
22.72
22.55
22.7
22.89
23.01
22.5
22.53
22.72
22.64
22.47
22.79
22.92
22.56
22.4
22.22
21.57
21.18
20.68
20.17
19.46
19.41
20.63
19.16
17.69
19.11
18.63
18.51
19.3
17.87
16.37
17.66
17.79
17.49
17.41
17.1
16.73
17.75
16.66
18.04
15.87
14.07
5.83
5.79
5.51
55.75
55.5
55.25
55
55
55
55
55
55.25
55.5
55.75
56
56
56
56
56
56.25
56.5
56.75
57
57.25
57.5
57.75
58
58.75
59.5
60.25
61
61.25
61.5
61.75
62
63.5
65
66.5
68
69
70
71
72
72.75
73.5
74.25
75
75.5
76
76.5
77
76.75
76.5
76.25
76
75.5
75
74.5
74
73.75
73.5
73.25
73
72.5
72
71.5
71
70.75
70.5
70.25
70
69.25
68.5
67.75
67
66.5
66
65.5
65
64.5
64
63.5
63
63
63
63
63
62.5
62
61.5
61
60.75
60.5
60.25
60
59.75
59.5
59.25
59
0
0
1
0
0
0
0
