"mape","daycounts"
0.0792903237844385,27
0.0410503252913316,27
0.0423862169571908,27
0.144302709941935,27
0.0877191701609783,27
0.136867033140096,27
0.113108467297922,27
0.233552420766194,27
0.126951678469341,27
0.0527475762194135,27
0.116128921121887,27
0.105744371899195,27
0.182032541093574,27
0.147391618731045,27
0.112904928789726,27
0.163657103070219,27
0.0241222035497403,27
0.161946421256255,27
0.109840425349636,27
0.0814802780059845,27
0.112352492381435,27
0.0519518539983236,27
0.0287695458566773,27
1.12357683368862,27
0.406582620852025,27
0.121439402854923,27
0.058491205821619,27
0.0800703199073597,27
