"x"
34
37
35
35
34
35
35
35
37
35
35
35
34
35
35
35
35
34
35
35
34
40
45
43
41
42
42
43
43
44
47
43
46
45
48
48
50
52
52
50
52
54
54
51
57
53
53
52
55
45
43
44
48
45
43
43
43
42
44
47
43
43
40
40
40
48
46
45
45
44
42
45
44
42
43
41
42
41
43
40
42
41
39
40
39
41
39
38
39
35
35
34
34
34
35
34
59
59
59
59
59
59
59
59
58.75
58.5
58.25
58
58
58
58
58
58.25
58.5
58.75
59
59
59
59
59
59
59
59
59
59.25
59.5
59.75
60
60
60
60
60
60.25
60.5
60.75
61
61.5
62
62.5
63
63
63
63
63
62.75
62.5
62.25
62
62.5
63
63.5
64
64
64
64
64
63.25
62.5
61.75
61
60.75
60.5
60.25
60
60
60
60
60
59.75
59.5
59.25
59
59
59
59
59
58.75
58.5
58.25
58
58
58
58
58
58
58
58
58
57.75
57.5
57.25
57
0
0
0
1
0
0
0
