"date","obs.1","obs.2","obs.3","obs.4","obs.5","obs.6","obs.7","obs.8","obs.9","obs.10","obs.11","obs.12","obs.13","obs.14","obs.15","obs.16"
"2013-10-22",15,14,13,14,16,15,15,15,15,16,15,15,16,14,15,15
"2013-10-24",16,15,15,15,17,14,15,14,14,15,14,14,15,15,14,15
"2013-10-28",17,15,15,15,16,16,15,15,16,14,15,14,16,16,16,16
"2013-11-01",14,13,14,13,16,14,13,14,15,13,13,13,14,15,14,15
"2014-04-29",15,15,15,15,13,13,13,15,13,13,15,13,13,13,14,14
