"date","obs.1","obs.2","obs.3","obs.4","obs.5","obs.6","obs.7","obs.8","obs.9","obs.10","obs.11","obs.12","obs.13","obs.14","obs.15","obs.16"
"2013-03-18",19,19,18,18,19,18,17,19,17,16,17,16,16,16,16,16
"2013-03-20",19,21,21,21,21,20,22,19,20,22,18,18,19,19,18,19
"2013-03-22",21,20,22,20,20,22,20,20,21,20,18,18,20,19,17,19
"2013-03-26",22,24,22,23,23,22,23,24,23,21,21,23,20,21,20,21
"2013-03-28",23,23,22,22,23,22,24,22,19,18,17,16,17,18,17,16
"2013-10-22",21,22,19,20,20,25,24,25,22,25,22,22,23,23,23,21
