"mape","daycounts"
0.143898803401212,22
0.124444908103238,22
0.141562113957226,22
0.155061080657796,22
0.176125487514707,22
0.168129082666266,22
0.158684540847132,22
0.231867921587999,22
0.361718543294858,22
0.0920568770413339,22
0.252065961372935,22
0.134241115429846,22
0.276786162362009,22
0.216387185449387,22
0.0620308023135427,22
0.163291095023322,22
0.164220623135982,22
0.218006072271193,22
0.21671809584856,22
0.160970717482041,22
0.186843290067172,22
0.292398535064429,22
0.093276999363966,22
