"mape","daycounts"
0.15775695480778,22
0.109850911072325,22
0.0867586169573926,22
0.178530661765517,22
0.160259280722612,22
0.202158414423698,22
0.632235959070093,22
0.11497708915801,22
0.197855713405679,22
0.169003778630343,22
0.347486292020885,22
0.0969279529874632,22
0.0829514244393076,22
0.228281046043039,22
0.0602859633373617,22
0.112982610819906,22
0.166264823293711,22
0.0966480719628012,22
0.0796522969950586,22
0.23020323610039,22
0.0985814032763207,22
0.453619600586904,22
0.312615767992235,22
