"mape","daycounts"
0.319228155070749,34
3.71541126540942,34
0.104757883872128,34
0.623167655111073,34
0.274191382217718,34
0.298070967821751,34
0.195926218854745,34
1.00633465635341,34
0.162776927249591,34
0.423341615032453,34
0.194671799439572,34
0.260068737798224,34
0.04823842753325,34
0.0877386167924793,34
0.174112224375825,34
0.754984763774035,34
1.12526463277653,34
0.356354554992164,34
0.146488588020441,34
0.674475329698971,34
0.368142728844524,34
0.13261461759726,34
0.367266653077612,34
0.0858836012780071,34
0.167571839462931,34
0.31901730470014,34
0.487989869217513,34
1.85322206406279,34
0.0924482149980158,34
0.343449576332996,34
0.821347844114694,34
1.0103320380371,34
0.230196256457764,34
0.166148884775911,34
0.385528385140365,34
