"mape","daycounts"
0.0767577550931054,22
0.0993038132552888,22
0.0577589375171227,22
0.0977120155694651,22
0.0805349356349291,22
0.113500499016468,22
0.615451344594012,22
0.0747249848969656,22
0.0660961131704299,22
0.118510388261515,22
0.0934923395647353,22
0.103553693784379,22
0.0721403775149635,22
0.146557080003991,22
0.0566132797778995,22
0.0951312168902656,22
0.113571747088028,22
0.0975020198375106,22
0.0806367233784646,22
0.0809140613053046,22
0.155743958047647,22
0.117171137073724,22
0.128729432444803,22
