"mape","daycounts"
9.25125628458762,24
0.298079332482117,24
0.20844653586754,24
0.426262061292098,24
0.773273789330113,24
1.40792759585825,24
1.34676566893802,24
0.659690956158225,24
3.49987574659965,24
1.54977622715937,24
1.07427564814804,24
0.707522000464111,24
0.754462147968611,24
0.782988978623096,24
0.352264632642119,24
1.91770587632339,24
1.87281756171737,24
1.07771421440625,24
2.09264499704761,24
0.845110328387994,24
0.595117075773597,24
1.96320370703582,24
0.964571068216241,24
0.933344911567718,24
1.82543801750635,24
