"mape","daycounts"
0.0287173180538717,28
0.110166293401003,28
0.0707469933102375,28
0.034347873629987,28
0.0379875127337944,28
0.0778465701016659,28
0.874046216779536,28
0.277241120168382,28
0.0683641175306439,28
0.265693140664701,28
0.0872286966660914,28
0.109651010685342,28
0.0701995839944838,28
0.0883504543877139,28
0.0498097148504258,28
0.073179667576726,28
0.0831508401076276,28
0.0612560536635226,28
0.070210103860978,28
0.251550865832886,28
0.212850652186316,28
0.0526650146348589,28
0.0423335122883085,28
