"mape","daycounts"
0.188307251601419,28
0.32106534843262,28
0.291808542553294,28
0.206077240295154,28
0.118325049707222,28
0.191663558313285,28
0.180833404833353,28
0.214893537910876,28
0.228595661870439,28
0.0173901490799607,28
0.203646623879841,28
0.218894715811324,28
0.188758834451036,28
0.163461947390118,28
0.320467957619519,28
0.230640314862881,28
0.186517232604484,28
0.116404019160875,28
0.19001451733516,28
0.199322778812303,28
0.181535607869631,28
0.0859514578261738,28
0.0891338524643779,28
0.0570535034160818,28
0.0495136435650367,28
0.139388011293436,28
0.611456315994818,28
0.691567811574835,28
0.491195819012878,28
0.388465710241763,28
0.568369571005218,28
0.654163637490962,28
0.281866260065603,28
0.528233951145045,28
0.539089750613323,28
