"mape","daycounts"
6.61366385382848,23
6.383121210641,23
6.56937002610178,23
5.91064736435003,23
6.17257655743041,23
5.86782433128794,23
5.74613200755589,23
6.47375873888382,23
6.69373270359171,23
6.42324233053653,23
8.01810360134863,23
7.91148596218637,23
