"mape","daycounts"
0.418162852133058,24
0.248154824090771,24
0.223683787394023,24
0.391845628953475,24
0.333768310184198,24
0.683387938550458,24
0.560297502714722,24
0.423198437162177,24
0.551082617495485,24
0.64463205467017,24
0.650909217336793,24
0.287450343219223,24
0.253013442340702,24
0.0958868734030868,24
0.433073299826785,24
0.404181807490168,24
0.502178463574093,24
0.150413579550694,24
0.279594155998669,24
0.385885102909866,24
0.38462281491365,24
0.759127904911045,24
0.672612224840427,24
0.561123897780985,24
0.222635685963413,24
