"mape","daycounts"
0.0251596833796219,22
0.0809183344093964,22
0.0758290974746165,22
0.0413763793498915,22
0.0553509467190825,22
0.088137104557191,22
0.882925702158734,22
0.248168918749059,22
0.0630591083652119,22
0.28156282858925,22
0.0842502943447706,22
0.0808005560724748,22
0.0772610365154399,22
0.069914122880803,22
0.0469555712124257,22
0.0689728757978825,22
0.0752365480925832,22
0.0347793592881649,22
0.0784359622002096,22
0.230899174105731,22
0.250244514395888,22
0.0798980852219464,22
0.0433766850519533,22
