"mape","daycounts"
0.0394853518585983,24
0.0391402877845734,24
0.0548056934581671,24
0.0553449075352832,24
0.0365172832714604,24
0.0884228163319242,24
0.0789942250647218,24
0.315136641671088,24
0.0727109168819455,24
0.0767615325322081,24
0.101974745045747,24
0.136843625874618,24
0.0616628859441845,24
0.0654524760517346,24
0.0804997417363969,24
0.153881265049183,24
0.149255365449933,24
0.293824191992237,24
0.0635658204203944,24
0.0911727519486058,24
0.0929425332629878,24
0.0600941842549597,24
0.070474119171135,24
0.525877776434942,24
0.0745857989345218,24
