"mape","daycounts"
0.165478387572289,37
0.16944672862374,37
0.150538082488374,37
0.211303634999704,37
0.328470738095832,37
0.125648433771313,37
0.144833064266311,37
0.134686402358074,37
0.0354144378748274,37
0.306105601249937,37
0.296816952576213,37
0.266707015287366,37
0.173937079629453,37
0.197375261070318,37
0.129629502052203,37
0.0516656704288078,37
0.178166778982213,37
0.226007709085124,37
0.143865236602396,37
0.342495852646915,37
0.227704689009497,37
0.227241203948491,37
0.100331431055327,37
0.165307267780387,37
0.151674232749877,37
0.21338921767693,37
0.364627758423469,37
1.16801706524695,37
0.147103747697071,37
0.114738313284164,37
0.15326668174432,37
0.154389443039545,37
0.197171657210794,37
0.333403697855354,37
0.369053002274559,37
0.269925522348972,37
0.14149058041754,37
0.124919531631856,37
